FeatureID,FeatureName,Cluster 6 Average,Log2 Fold Change,P-Value
ENSG00000163638,ADAMTS9,0.4824189355588997,2.9673821069130537,1.0094602054061486e-10
ENSG00000150594,ADRA2A,0.12501221585911687,3.4072707276645247,1.0935333204623437e-10
ENSG00000182752,PAPPA,0.12020405371068929,3.4532971069502207,1.1283392529216532e-10
ENSG00000196557,CACNA1H,0.12982037800754442,3.2575085900203726,1.477762454285429e-10
ENSG00000017427,IGF1,0.12501221585911687,3.242211481394028,2.119406240726448e-10
ENSG00000152527,PLEKHH2,0.081738757,3.473284385640043,2.786244150838512e-10
ENSG00000146966,DENND2A,0.10417684654926405,3.3849232961467237,2.786244150838512e-10
ENSG00000196208,GREB1,0.3173387017962197,2.950037669405302,2.8784020035848014e-10
ENSG00000104332,SFRP1,0.168285675,3.0846416648540558,3.4898128459553676e-10
ENSG00000136267,DGKB,0.051287062916560766,4.002453659324311,6.610531517721272e-10
ENSG00000182871,COL18A1,1.1427398706096195,2.6873507657290054,7.559403486355431e-10
ENSG00000170370,EMX2,0.1073822879815491,3.2185386524096598,9.6271465280373e-10
ENSG00000064205,CCN5,0.091355081,3.4901652556894045,9.6271465280373e-10
ENSG00000162407,PLPP3,0.5192815120301777,2.7574703865358536,9.696878548180784e-10
ENSG00000144649,GASK1A,0.1410394230205421,3.143837265783173,1.078724930007919e-09
ENSG00000165633,VSTM4,0.10577956726540658,3.253971357235566,1.1827221366294365e-09
ENSG00000138792,ENPEP,0.06731427,3.6915058041861313,1.2824181668250452e-09
ENSG00000157110,RBPMS,0.21155913453081315,2.870011184036448,1.4439727137773037e-09
ENSG00000111452,ADGRD1,0.064108829,3.7911905857978354,1.9333912580827326e-09
ENSG00000165124,SVEP1,0.072122432,3.501521053460575,2.4989391843491987e-09
ENSG00000019144,PHLDB1,0.36061216113206784,2.7260799115667336,2.912258204706965e-09
ENSG00000111052,LIN7A,0.056095225,3.7479534919572393,3.506359435899437e-09
ENSG00000142156,COL6A1,1.4584758516896967,2.6074146983100017,4.0998696222294335e-09
ENSG00000151376,ME3,0.13142309872368696,3.0230776431095943,4.358150237323443e-09
ENSG00000132613,MTSS2,0.2932978910540819,2.7481185694836956,5.2565199361166316e-09
ENSG00000185920,PTCH1,0.072122432,3.5734139719423608,5.773330358043825e-09
ENSG00000188735,TMEM120B,0.2147645759630982,2.834530739696522,6.379331049366875e-09
ENSG00000102362,SYTL4,0.1746965580595351,2.8821199002565088,7.590363603583547e-09
ENSG00000113231,PDE8B,0.068916991,3.388147197,7.645229611561878e-09
ENSG00000116962,NID1,0.14745030588511218,2.8829118887705882,8.681195457038469e-09
ENSG00000198626,RYR2,0.027246252174422905,4.732846599567031,8.681195457038469e-09
ENSG00000109339,MAPK10,0.100971405,3.0871881671583212,8.681195457038469e-09
ENSG00000145362,ANK2,0.11379317084611919,3.103489979487421,8.681195457038469e-09
ENSG00000080573,COL5A3,0.13142309872368696,2.972176744809557,8.791534898531625e-09
ENSG00000164318,EGFLAM,0.035259856,4.627051935544434,1.1714086138635829e-08
ENSG00000240771,ARHGEF25,0.15065574731739725,2.8320433338374276,1.5200983853049154e-08
ENSG00000090539,CHRD,0.078533315,3.1478840988458745,1.569223833799427e-08
ENSG00000077943,ITGA8,0.11058772941383414,2.996396345660239,1.569223833799427e-08
ENSG00000151617,EDNRA,0.099368684,3.021876214,1.689589566732943e-08
ENSG00000196569,LAMA2,0.094560522,3.0660900076822273,1.689589566732943e-08
ENSG00000170500,LONRF2,0.13462854,2.9912209968124843,1.6900652956506664e-08
ENSG00000069431,ABCC9,0.036862576471278045,3.8748656044394583,2.1826085103540193e-08
ENSG00000233608,TWIST2,0.26925708,2.7414086130704547,2.2476440460115027e-08
ENSG00000253305,PCDHGB6,0.051287062916560766,3.478032700538205,2.36705973326176e-08
ENSG00000253159,PCDHGA12,0.06731427,3.2522207586606102,2.9322647356275406e-08
ENSG00000106333,PCOLCE,0.1554639094658248,2.7346879463911984,2.9322647356275406e-08
ENSG00000205517,RGL3,0.075327874,3.3149940846811328,3.377062549810058e-08
ENSG00000106034,CPED1,0.097765964,2.9779590974035623,3.5193196611379473e-08
ENSG00000172346,CSDC2,0.041670739,4.020128551647502,3.5193196611379473e-08
ENSG00000204291,COL15A1,0.17149111662725006,2.740380272252438,3.7790627181030304e-08
ENSG00000123358,NR4A1,0.467994449,2.667566032882678,3.8669238457546906e-08
ENSG00000076706,MCAM,0.15225846803353976,2.8936428114700865,4.192689074303963e-08
ENSG00000172987,HPSE2,0.073725153,3.202627063440307,4.505389618128082e-08
ENSG00000157388,CACNA1D,0.056095225,3.4723190493438114,4.90620521707981e-08
ENSG00000087116,ADAMTS2,0.2211754588276683,2.644773352113006,5.183913361366305e-08
ENSG00000076344,RGS11,0.025643531458280383,4.775915321458917,6.062242970699578e-08
ENSG00000077616,NAALAD2,0.035259856,4.027589865128163,6.234265507070485e-08
ENSG00000144668,ITGA9,0.21636729667924073,2.657918112060466,6.515988547998091e-08
ENSG00000164330,EBF1,0.060903387213415906,3.1758984750154715,1.1289527499674399e-07
ENSG00000106809,OGN,0.032054414,4.080769902987337,1.326595599408708e-07
ENSG00000138735,PDE5A,0.078533315,3.010380575,1.437914228662045e-07
ENSG00000134533,RERG,0.038465297187420575,3.747346169262146,1.560718184257382e-07
ENSG00000179915,NRXN1,0.030451693606707953,5.010380575095939,1.570688810484319e-07
ENSG00000049323,LTBP1,0.12661493657525938,2.741891739170038,1.7855855173634482e-07
ENSG00000144642,RBMS3,0.094560522,2.8551023496180292,1.8188754918348915e-07
ENSG00000172201,ID4,0.099368684,3.048348425294961,1.8188754918348915e-07
ENSG00000180383,DEFB124,0.035259856,3.8640911328452843,1.83956710671704e-07
ENSG00000213398,LCAT,0.057697946,3.207590344970143,1.9954513357497066e-07
ENSG00000099139,PCSK5,0.078533315,2.990840388700295,2.14120906322086e-07
ENSG00000152583,SPARCL1,0.13302581943982947,2.7522989622332035,2.1900651716642002e-07
ENSG00000143416,SELENBP1,0.065711549,3.080769902987338,2.2333177439807357e-07
ENSG00000123572,NRK,0.028848973,4.186358246660511,2.418827932440522e-07
ENSG00000128918,ALDH1A2,0.056095225,3.2734149809297337,2.44017568316534e-07
ENSG00000160469,BRSK1,0.051287062916560766,3.359388204039586,2.49328681241226e-07
ENSG00000095637,SORBS1,0.12020405371068929,2.709311085106242,2.8606032675973956e-07
ENSG00000100626,GALNT16,0.033657135,3.934890375511677,2.881960292335351e-07
ENSG00000106772,PRUNE2,0.057697946,3.4031411540879493,3.315291516958436e-07
ENSG00000106031,HOXA13,0.046478901,3.4254180743747833,3.4300279091144853e-07
ENSG00000101493,ZNF516,0.2147645759630982,2.5156158833463618,3.560032014439304e-07
ENSG00000120833,SOCS2,0.06731427,3.074302966464767,3.6669556221927244e-07
ENSG00000197256,KANK2,0.1073822879815491,2.751531162831958,3.6669556221927244e-07
ENSG00000106483,SFRP4,0.39907745831948843,2.4456698478354344,3.8853598278099333e-07
ENSG00000165424,ZCCHC24,0.14264214373668463,2.6681936412247778,3.8853598278099333e-07
ENSG00000077782,FGFR1,0.15706663018196734,2.589888645724988,3.985293857593288e-07
ENSG00000163145,C1QTNF7,0.024040810742137857,4.624322142788861,4.329426489258684e-07
ENSG00000135111,TBX3,0.086546919,2.890324823078232,4.329426489258684e-07
ENSG00000205362,MT1A,0.020835369,4.7853140194611665,4.329426489258684e-07
ENSG00000166147,FBN1,0.5000488634364675,2.3921432843958104,4.526947682056259e-07
ENSG00000151491,EPS8,0.092957802,2.796907471448014,4.5703237021701723e-07
