FeatureID,FeatureName,Cluster 2 Average,Log2 Fold Change,P-Value
ENSG00000115085,ZAP70,0.5158293068589578,4.359284400041898,1.6475881541000724e-46
ENSG00000153563,CD8A,0.3131103963813129,4.619965635140954,1.2377246820955247e-45
ENSG00000153283,CD96,0.3612812265938226,4.436948247620318,1.2377246820955247e-45
ENSG00000113263,ITK,0.4064413799180504,4.406864646036137,1.2377246820955247e-45
ENSG00000113088,GZMK,0.16759434678102325,5.059845570185944,1.8237553717930045e-43
ENSG00000167286,CD3D,0.20673314632868736,4.603216007323137,1.9368223494817132e-42
ENSG00000211751,TRBC1,0.5900926701032435,4.165182376060399,5.5202986489140824e-42
ENSG00000013725,CD6,0.42651255917326275,4.238153645,1.1433635590784964e-41
ENSG00000213809,KLRK1,0.3251531039344403,4.4008663460688995,5.906813180038015e-41
ENSG00000211772,TRBC2,0.6352528234274714,4.058522224300907,2.2090061256489464e-40
ENSG00000139187,KLRG1,0.23282567936046344,4.455093010458551,2.6739370959793153e-39
ENSG00000163564,PYHIN1,0.22178653077009663,4.442403827361645,9.430121632835406e-39
ENSG00000168685,IL7R,1.330719185,3.765525638519333,2.425808979962501e-37
ENSG00000116824,CD2,0.32013530912063726,4.101930971552958,4.515575061457317e-37
ENSG00000277734,TRAC,0.5198435427100003,3.9100578760210594,1.3239817957945775e-36
ENSG00000145649,GZMA,0.18967264396175687,4.448887860931843,4.93629972980332e-36
ENSG00000183542,KLRC4,0.15053384441409273,4.710012676757005,1.8295796474404288e-35
ENSG00000184613,NELL2,0.1756228184831082,4.330890651533392,1.2806448657762098e-33
ENSG00000271503,CCL5,0.30207124779094613,4.036240909077993,1.2806448657762098e-33
ENSG00000107742,SPOCK2,0.4235018822849809,3.818050618,1.5057898235713865e-33
ENSG00000172673,THEMIS,0.14551604960028966,4.400307680486781,2.858703871890117e-32
ENSG00000180644,PRF1,0.1635801109299808,4.388587350664029,4.740458952567774e-32
ENSG00000134539,KLRD1,0.1264484293078379,4.696105561302861,5.958057987771831e-32
ENSG00000158050,DUSP2,0.44056238465191144,3.9150980122002026,6.223581067639688e-32
ENSG00000181847,TIGIT,0.30909616053027045,3.865482505575981,1.7209952658169979e-31
ENSG00000163508,EOMES,0.10637725005262554,4.798037424554229,5.0758372496488595e-31
ENSG00000111728,ST8SIA1,0.30006412986542486,3.8575275890125362,5.409013521927953e-31
